interaction_id,user_id,session_id,turn_index,timestamp,support_mode,fragment,fragment_word_count,pause_intervals,repetition_detected,camera_enabled,visible_objects,pointing_target,pointing_confidence,candidate_1,candidate_2,candidate_3,top1_before_learning,confirmed_text,user_feedback,reward,memory_similarity,learned_rank_score,policy_version,split
i_04878,user_39,user_39_s15,121,1700180486,prefer_not_to_say,can we... much...,3,1.0,0,1,break;charger,,0.0,I need a break.,I need my charger.,I need my tablet.,I need my tablet.,I need a break.,rejected,-1,0.95,0.685,10,test
i_04879,user_40,user_40_s15,121,1700180523,prefer_not_to_say,I want... that... screen...,4,0.6,0,1,tablet;keys,tablet,0.83,I need my keys.,I need my tablet.,I need my notebook.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.934,13,test
i_04880,user_01,user_01_s15,122,1700180560,prefer_not_to_say,noise...,1,2.3;1.1,0,1,quiet;water,quiet,0.94,I need my keys.,It is too loud.,I need some water.,It is too loud.,It is too loud.,accepted,1,0.95,0.967,19,test
i_04881,user_02,user_02_s15,122,1700180597,aphasia_word_finding,can you get... stuck...,4,1.0,0,0,,,0.0,I need my jacket.,I need my tablet.,I need help.,I need my jacket.,I need help.,rejected,-1,0.95,0.685,10,test
i_04882,user_03,user_03_s15,122,1700180634,aphasia_word_finding,uh... cord... cord...,3,1.7,0,1,charger;notebook,,0.0,I need my keys.,I need my notebook.,I need my charger.,I need my keys.,I need my charger.,rejected,-1,0.95,0.685,10,test
i_04883,user_04,user_04_s15,122,1700180671,prefer_not_to_say,can we... coat...,3,2.5;1.3,0,1,notebook;jacket,,0.0,I need my notebook.,I need my headphones.,I need my jacket.,I need my notebook.,I need my jacket.,rejected,-1,0.437,0.531,3,test
i_04884,user_05,user_05_s15,122,1700180708,aac,I need... black...,3,1.4,0,0,,,0.0,I need my tablet.,I need my phone.,I need my blanket.,I need my tablet.,I need my phone.,rejected,-1,0.95,0.685,21,test
i_04885,user_06,user_06_s15,122,1700180745,autism_neurodivergent,can we... cold...,3,2.2;1.8,0,1,tablet;blanket,,0.0,I need my jacket.,I need my blanket.,I need my tablet.,I need my jacket.,I need my blanket.,rejected,-1,0.95,0.685,11,test
i_04886,user_07,user_07_s15,122,1700180782,aphasia_word_finding,uh... thing... thing...,3,2.2;1.8,0,0,,,0.0,I need my tablet.,I need my phone.,I need my glasses.,I need my glasses.,I need my phone.,rejected,-1,0.95,0.685,10,test
i_04887,user_08,user_08_s15,122,1700180819,cognitive_fatigue,I need... much...,3,1.4;2.8,0,1,headphones;break,,0.0,I need my phone.,I need my headphones.,I need a break.,I need my headphones.,I need a break.,rejected,-1,0.95,0.685,14,test
i_04888,user_09,user_09_s15,122,1700180856,autism_neurodivergent,can we... drink...,3,2.3,0,1,water;blanket,,0.0,I need my blanket.,I need my charger.,I need some water.,I need my blanket.,I need some water.,rejected,-1,0.843,0.653,5,test
i_04889,user_10,user_10_s15,122,1700180893,autism_neurodivergent,can we... noise...,3,1.4,0,0,,,0.0,It is too loud.,I need my keys.,I need my charger.,I need my charger.,It is too loud.,rejected,-1,0.95,0.685,16,test
i_04890,user_11,user_11_s15,122,1700180930,aac,I... um... people...,3,2.5,0,0,,,0.0,I need my keys.,I want to be alone for a bit.,I need my headphones.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.685,12,test
i_04891,user_12,user_12_s15,122,1700180967,aac,I need... screen...,3,1.0,0,0,,,0.0,I need my tablet.,I need my blanket.,I need my headphones.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.685,16,test
i_04892,user_13,user_13_s15,122,1700181004,aac,I need... that... cup...,4,1.5;2.4,0,1,jacket;water,water,0.85,I need my phone.,I need some water.,I need my jacket.,I need my jacket.,I need some water.,rejected,-1,0.486,0.801,3,test
i_04893,user_14,user_14_s15,122,1700181041,cognitive_fatigue,I need... people...,3,0.9;2.0,0,1,alone;charger,alone,0.75,I need my charger.,I want to be alone for a bit.,I need my blanket.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.91,11,test
i_04894,user_15,user_15_s15,122,1700181078,cognitive_fatigue,I need... that... stuck...,4,1.2,0,1,help;charger,,0.0,I need my charger.,I need my keys.,I need help.,I need my charger.,I need help.,rejected,-1,0.95,0.685,15,test
i_04895,user_16,user_16_s15,122,1700181115,cognitive_fatigue,I need... that... metal...,4,1.3;0.9,0,0,,,0.0,I need my keys.,I need my phone.,I need my blanket.,I need my keys.,I need my keys.,accepted,1,0.95,0.685,6,test
i_04896,user_17,user_17_s15,122,1700181152,aphasia_word_finding,can we... people...,3,2.5;1.9,0,1,alone;tablet,alone,0.93,I need my tablet.,I need some water.,I want to be alone for a bit.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.964,18,test
i_04897,user_18,user_18_s15,122,1700181189,cognitive_fatigue,uh... coat... coat...,3,1.0;2.3,0,0,,,0.0,I need my jacket.,I need my blanket.,I need my notebook.,I need my notebook.,I need my jacket.,rejected,-1,0.95,0.685,10,test
i_04898,user_19,user_19_s15,122,1700181226,aphasia_word_finding,I need... cannot...,3,1.7;1.7,1,0,,,0.0,I need help.,I need my headphones.,I need my keys.,I need help.,I need help.,accepted,1,0.95,0.685,13,test
i_04899,user_20,user_20_s15,122,1700181263,prefer_not_to_say,I want... that... crowd...,4,1.4,0,1,water;alone,alone,0.55,I need my glasses.,I need some water.,I want to be alone for a bit.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.85,8,test
i_04900,user_21,user_21_s15,122,1700181300,aphasia_word_finding,I need... door...,3,0.6,0,0,,,0.0,I need my charger.,I need my keys.,I need my glasses.,I need my charger.,I need my keys.,rejected,-1,0.95,0.685,13,test
i_04901,user_22,user_22_s15,122,1700181337,cognitive_fatigue,people...,1,2.4;0.7,0,1,jacket;alone,alone,0.62,I need my blanket.,I need my jacket.,I want to be alone for a bit.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.871,15,test
i_04902,user_23,user_23_s15,122,1700181374,aac,crowd...,1,1.1,0,1,jacket;alone,alone,0.93,I need my jacket.,I need my phone.,I want to be alone for a bit.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.964,16,test
i_04903,user_24,user_24_s15,122,1700181411,prefer_not_to_say,I need... much...,3,2.6;2.0,0,0,,,0.0,I need some water.,It is too loud.,I need my headphones.,I need my headphones.,It is too loud.,rejected,-1,0.95,0.685,13,test
i_04904,user_25,user_25_s15,122,1700181448,cognitive_fatigue,I need... that... tired...,4,2.2,0,0,,,0.0,I need my tablet.,I need my jacket.,I need a break.,I need my tablet.,I need a break.,rejected,-1,0.95,0.685,15,test
i_04905,user_26,user_26_s15,122,1700181485,cognitive_fatigue,I want... that... much...,4,0.9,1,1,break;blanket,break,0.75,I need my phone.,I need my blanket.,I need a break.,I need a break.,I need a break.,accepted,1,0.95,0.91,17,test
i_04906,user_27,user_27_s15,122,1700181522,prefer_not_to_say,uh... tired... tired...,3,0.7;1.7,0,0,,,0.0,I need a break.,I need my blanket.,I need my notebook.,I need my blanket.,I need a break.,rejected,-1,0.95,0.685,18,test
i_04907,user_28,user_28_s15,122,1700181559,prefer_not_to_say,can we... noise...,3,1.7,0,0,,,0.0,It is too loud.,I need my charger.,I need my phone.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,19,test
i_04908,user_29,user_29_s15,122,1700181596,aphasia_word_finding,I need... crowd...,3,1.7,0,1,alone;notebook,,0.0,I need my keys.,I want to be alone for a bit.,I need my notebook.,I need my keys.,I want to be alone for a bit.,rejected,-1,0.95,0.685,14,test
i_04909,user_30,user_30_s15,122,1700181633,other,can we... people...,3,2.5,0,1,alone;tablet,alone,0.74,I want to be alone for a bit.,I need my jacket.,I need my tablet.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.907,11,test
i_04910,user_31,user_31_s15,122,1700181670,cognitive_fatigue,I need... that... cord...,4,1.1,0,1,water;charger,charger,0.6,I need my charger.,I need some water.,I need my jacket.,I need my charger.,I need my charger.,accepted,1,0.95,0.865,16,test
i_04911,user_32,user_32_s15,122,1700181707,cognitive_fatigue,I need... cord...,3,1.7,0,1,headphones;charger,charger,0.82,I need some water.,I need my charger.,I need my headphones.,I need my charger.,I need my charger.,accepted,1,0.95,0.931,17,test
i_04912,user_33,user_33_s15,122,1700181744,other,I need... screen...,3,1.2,0,0,,,0.0,I need my tablet.,I need my phone.,I need my charger.,I need my tablet.,I need my tablet.,accepted,1,0.95,0.685,12,test
i_04913,user_34,user_34_s15,122,1700181781,speech_language,uh... stuck... stuck...,3,2.3,0,0,,,0.0,I need my notebook.,I need my jacket.,I need help.,I need my notebook.,I need help.,rejected,-1,0.95,0.685,12,test
i_04914,user_35,user_35_s15,122,1700181818,aphasia_word_finding,black...,1,1.6,0,1,phone;notebook,,0.0,I need my notebook.,I need my phone.,I need my jacket.,I need my phone.,I need my phone.,accepted,1,0.95,0.685,11,test
i_04915,user_36,user_36_s15,122,1700181855,cognitive_fatigue,I want... that... black...,4,1.3;1.5,0,1,phone;headphones,,0.0,I need my headphones.,I need my phone.,I need my glasses.,I need my glasses.,I need my phone.,rejected,-1,0.312,0.494,2,test
i_04916,user_37,user_37_s15,122,1700181892,autism_neurodivergent,I... um... drink...,3,1.9;1.6,0,0,,,0.0,I need some water.,I need my notebook.,I need my charger.,I need some water.,I need some water.,accepted,1,0.95,0.685,12,test
i_04917,user_38,user_38_s15,122,1700181929,autism_neurodivergent,I need... that... out...,4,1.9;2.0,1,1,water;leave,,0.0,I need my phone.,I want to leave.,I need some water.,I need my phone.,I want to leave.,rejected,-1,0.95,0.685,15,test
i_04918,user_39,user_39_s15,122,1700181966,prefer_not_to_say,I want... that... black...,4,1.3;1.0,1,0,,,0.0,I need my phone.,I need my headphones.,I need my keys.,I need my headphones.,I need my phone.,rejected,-1,0.95,0.685,6,test
i_04919,user_40,user_40_s15,122,1700182003,prefer_not_to_say,can we... metal...,3,1.9;2.2,0,1,charger;keys,,0.0,I need my glasses.,I need my keys.,I need my charger.,I need my keys.,I need my keys.,accepted,1,0.453,0.536,3,test
i_04920,user_01,user_01_s15,123,1700182040,prefer_not_to_say,I need... that... much...,4,0.8;1.8,0,1,charger;break,break,0.63,I need a break.,I need my keys.,I need my charger.,I need a break.,I need a break.,accepted,1,0.95,0.874,15,test
i_04921,user_02,user_02_s15,123,1700182077,aphasia_word_finding,I want... that... see...,4,1.7,0,1,glasses;tablet,glasses,0.65,I need my glasses.,I need my jacket.,I need my tablet.,I need my glasses.,I need my glasses.,accepted,1,0.477,0.738,3,test
i_04922,user_03,user_03_s15,123,1700182114,aphasia_word_finding,can you get... screen...,4,1.7,0,1,jacket;tablet,,0.0,I need my jacket.,I need my tablet.,I need my charger.,I need my jacket.,I need my tablet.,rejected,-1,0.231,0.469,2,test
i_04923,user_04,user_04_s15,123,1700182151,prefer_not_to_say,I need... that... go...,4,0.8;2.1,0,0,,,0.0,I need my headphones.,I need my jacket.,I want to leave.,I need my jacket.,I want to leave.,rejected,-1,0.95,0.685,11,test
i_04924,user_05,user_05_s15,123,1700182188,aac,I need... that... thing...,4,1.7,0,1,phone;jacket,,0.0,I need my phone.,I need my jacket.,I need my notebook.,I need my notebook.,I need my phone.,rejected,-1,0.95,0.685,22,test
i_04925,user_06,user_06_s15,123,1700182225,autism_neurodivergent,cup...,1,1.2,0,1,blanket;water,,0.0,I need my notebook.,I need my blanket.,I need some water.,I need some water.,I need some water.,accepted,1,0.799,0.64,5,test
i_04926,user_07,user_07_s15,123,1700182262,aphasia_word_finding,can we... crowd...,3,2.2,0,0,,,0.0,I need my phone.,I need my keys.,I want to be alone for a bit.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.685,13,test
i_04927,user_08,user_08_s15,123,1700182299,cognitive_fatigue,can we... go...,3,1.3,0,1,headphones;leave,leave,0.62,I want to leave.,I need my charger.,I need my headphones.,I want to leave.,I want to leave.,accepted,1,0.95,0.871,15,test
i_04928,user_09,user_09_s15,123,1700182336,autism_neurodivergent,I want... that... tired...,4,2.0,0,0,,,0.0,I need a break.,I need my charger.,I need my keys.,I need a break.,I need a break.,accepted,1,0.95,0.685,15,test
i_04929,user_10,user_10_s15,123,1700182373,autism_neurodivergent,I want... that... metal...,4,2.8;2.7,0,0,,,0.0,I need my keys.,I need my jacket.,I need my glasses.,I need my keys.,I need my keys.,accepted,1,0.094,0.428,1,test
i_04930,user_11,user_11_s15,123,1700182410,aac,I need... stuck...,3,0.6;2.0,0,0,,,0.0,I need help.,I need my headphones.,I need my tablet.,I need my headphones.,I need help.,rejected,-1,0.95,0.685,20,test
i_04931,user_12,user_12_s15,123,1700182447,aac,I need... that... loud...,4,2.1;1.9,0,1,quiet;jacket,quiet,0.86,I need my jacket.,It is too loud.,I need my headphones.,It is too loud.,It is too loud.,accepted,1,0.95,0.943,14,test
i_04932,user_13,user_13_s15,123,1700182484,aac,cold...,1,2.1,0,0,,,0.0,I need my notebook.,I need my jacket.,I need my blanket.,I need my notebook.,I need my blanket.,rejected,-1,0.95,0.685,6,test
i_04933,user_14,user_14_s15,123,1700182521,cognitive_fatigue,uh... out... out...,3,1.8;1.2,0,1,leave;blanket,leave,0.62,I need my blanket.,I want to leave.,I need my jacket.,I want to leave.,I want to leave.,accepted,1,0.95,0.871,20,test
i_04934,user_15,user_15_s15,123,1700182558,cognitive_fatigue,I need... that... home...,4,0.9;1.0,0,0,,,0.0,I want to leave.,I need my glasses.,I need my tablet.,I need my tablet.,I want to leave.,rejected,-1,0.95,0.685,19,test
i_04935,user_16,user_16_s15,123,1700182595,cognitive_fatigue,I want... that... read...,4,1.8,0,1,glasses;tablet,,0.0,I need my tablet.,I need my glasses.,I need my jacket.,I need my glasses.,I need my glasses.,accepted,1,0.95,0.685,17,test
i_04936,user_17,user_17_s15,123,1700182632,aphasia_word_finding,can you get... crowd...,4,1.3,0,1,alone;water,alone,0.95,I want to be alone for a bit.,I need my notebook.,I need some water.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.97,19,test
i_04937,user_18,user_18_s15,123,1700182669,cognitive_fatigue,I need... that... noise...,4,2.2,1,0,,,0.0,It is too loud.,I need my blanket.,I need some water.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,19,test
i_04938,user_19,user_19_s15,123,1700182706,aphasia_word_finding,can we... black...,3,0.6,0,1,notebook;phone,phone,0.78,I need my notebook.,I need some water.,I need my phone.,I need my phone.,I need my phone.,accepted,1,0.95,0.919,14,test
i_04939,user_20,user_20_s15,123,1700182743,prefer_not_to_say,I want... that... people...,4,1.9;1.9,0,1,alone;tablet,,0.0,I need my phone.,I need my tablet.,I want to be alone for a bit.,I need my phone.,I want to be alone for a bit.,rejected,-1,0.95,0.685,9,test
i_04940,user_21,user_21_s15,123,1700182780,aphasia_word_finding,can you get... go...,4,0.7;0.6,0,1,leave;notebook,leave,0.73,I need my jacket.,I need my notebook.,I want to leave.,I want to leave.,I want to leave.,accepted,1,0.95,0.904,18,test
i_04941,user_22,user_22_s15,123,1700182817,cognitive_fatigue,can you get... read...,4,1.8;2.5,0,0,,,0.0,I need my glasses.,I need some water.,I need my notebook.,I need some water.,I need my glasses.,rejected,-1,0.845,0.653,5,test
i_04942,user_23,user_23_s15,123,1700182854,aac,uh... much... much...,3,1.2,0,1,phone;break,,0.0,I need a break.,I need my phone.,I need my notebook.,I need a break.,I need a break.,accepted,1,0.95,0.685,16,test
i_04943,user_24,user_24_s15,123,1700182891,prefer_not_to_say,I need... that... soft...,4,2.2;0.6,0,0,,,0.0,I need my headphones.,I need my glasses.,I need my blanket.,I need my headphones.,I need my blanket.,rejected,-1,0.303,0.491,2,test
i_04944,user_25,user_25_s15,123,1700182928,cognitive_fatigue,I want... that... crowd...,4,1.5,0,1,alone;blanket,alone,0.68,I need some water.,I want to be alone for a bit.,I need my blanket.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.889,19,test
i_04945,user_26,user_26_s15,123,1700182965,cognitive_fatigue,I need... people...,3,1.0,0,1,alone;water,,0.0,I need some water.,I want to be alone for a bit.,I need my charger.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.685,21,test
i_04946,user_27,user_27_s15,123,1700183002,prefer_not_to_say,I need... home...,3,0.9;1.9,0,0,,,0.0,I need my glasses.,I need some water.,I want to leave.,I need my glasses.,I want to leave.,rejected,-1,0.95,0.685,12,test
i_04947,user_28,user_28_s15,123,1700183039,prefer_not_to_say,uh... book... book...,3,1.0;0.7,0,1,notebook;tablet,notebook,0.89,I need my notebook.,I need my headphones.,I need my tablet.,I need my notebook.,I need my notebook.,accepted,1,0.95,0.952,14,test
i_04948,user_29,user_29_s15,123,1700183076,aphasia_word_finding,can we... noise...,3,0.6;0.8,0,1,quiet;water,quiet,0.75,I need some water.,It is too loud.,I need my headphones.,I need some water.,It is too loud.,rejected,-1,0.95,0.91,16,test
i_04949,user_30,user_30_s15,123,1700183113,other,I... um... cannot...,3,1.2;1.8,1,0,,,0.0,I need my tablet.,I need help.,I need my keys.,I need my tablet.,I need help.,rejected,-1,0.95,0.685,16,test
i_04950,user_31,user_31_s15,123,1700183150,cognitive_fatigue,I need... stop...,3,1.8;2.2,0,1,break;water,break,0.9,I need my charger.,I need a break.,I need some water.,I need a break.,I need a break.,accepted,1,0.95,0.955,15,test
i_04951,user_32,user_32_s15,123,1700183187,cognitive_fatigue,can we... noise...,3,1.9;1.1,0,1,quiet;phone,,0.0,I need my phone.,I need my tablet.,It is too loud.,I need my phone.,It is too loud.,rejected,-1,0.95,0.685,12,test
i_04952,user_33,user_33_s15,123,1700183224,other,uh... door... door...,3,2.4,0,0,,,0.0,I need my keys.,I need my blanket.,I need my phone.,I need my blanket.,I need my keys.,rejected,-1,0.95,0.685,16,test
i_04953,user_34,user_34_s15,123,1700183261,speech_language,uh... coat... coat...,3,1.9;2.4,0,1,notebook;jacket,,0.0,I need my blanket.,I need my jacket.,I need my notebook.,I need my blanket.,I need my jacket.,rejected,-1,0.95,0.685,22,test
